id,headline,date,snippet,url,word_count
5ac73e20068401528a2a3a76,b'The Conspiracy Theory That Says Trump Is a Genius',2018-04-06,b'QAnon reveals unspoken anxieties about this presidency.',https://www.nytimes.com/2018/04/06/opinion/qanon-trump-conspiracy-theory.html,1022
5ac769d9068401528a2a3cab,"b""Trump to Skip Annual White House Correspondents' Dinner""",2018-04-06,"b'President Donald Trump, a constant critic of what he calls ""fake news,"" will skip the White House Correspondents\' Dinner for a second year in a row.'",https://www.nytimes.com/aponline/2018/04/06/us/politics/ap-us-trump-correspondents-dinner-.html,354
5ac6ff4a068401528a2a38e6,"b""Trump Wants Out of Syria, but Don't Say 'Timeline'""",2018-04-06,"b'President Donald Trump has spoken: He wants U.S. troops and civilians out of Syria by the fall. But don\'t call it a ""timeline.""'",https://www.nytimes.com/aponline/2018/04/06/us/politics/ap-us-trump-syria.html,909
5ac768b1068401528a2a3c9a,b'Trump Administration Imposes New Sanctions on Putin Cronies',2018-04-06,"b'The Trump administration, carrying out sanctions pressed by Congress for election interference, announced new penalties against Russia\xe2\x80\x99s richest men.'",https://www.nytimes.com/2018/04/06/us/politics/trump-sanctions-russia-putin-oligarchs.html,954
5ac7226a068401528a2a39b7,b'European Shares Dip on Latest Trump Tariff Threat',2018-04-06,"b'European shares fell on Friday after U.S. President Donald Trump warned of further tariffs on China, although the losses were limited by gains among defensive stocks like utilities.'",https://www.nytimes.com/reuters/2018/04/06/business/06reuters-europe-stocks.html,353
5ac73f37068401528a2a3a90,"b'China, Donald Trump, Russia: Your Friday Briefing'",2018-04-06,b'Here\xe2\x80\x99s what you need to know to start your day.',https://www.nytimes.com/2018/04/06/briefing/china-donald-trump-south-korea.html,1340
5ac767c6068401528a2a3c95,b'Democrats\xe2\x80\x99 Best Recruitment Tool? President Trump',2018-04-06,b'There is no better illustration of Mr. Trump\xe2\x80\x99s impact on the midterm campaign than in the soaring number of Democratic House candidates in the primaries.',https://www.nytimes.com/interactive/2018/04/06/us/surge-in-democratic-candidates-for-the-house.html,0
5ac75468068401528a2a3bdd,b'Trump to Investors \xe2\x80\x94 There Will Be \xe2\x80\x98a Little Pain\xe2\x80\x99: DealBook Briefing',2018-04-06,b'President Trump in a radio interview acknowledged his approach to China could cause \xe2\x80\x9ca little pain\xe2\x80\x9d to financial markets.',https://www.nytimes.com/2018/04/06/business/dealbook/tariffs-trump-china-trade.html,2828
5ac6f4bf068401528a2a386d,b'Did Trump Know About Payment to Stormy Daniels? He Says No',2018-04-06,"b""In his first public comments about Stormy Daniels, President Donald Trump said he didn't know about the $130,000 payment his personal attorney had made to the porn actress who alleges she had an affair with him.""",https://www.nytimes.com/aponline/2018/04/06/arts/ap-us-trump-porn-star.html,792
5ac6fd2b068401528a2a38d9,"b""'Tired of Being Told No,' Trump Freezes Out Chief of Staff""",2018-04-06,"b""When President Donald Trump made a congratulatory phone call to Russian leader Vladimir Putin, White House chief of staff John Kelly wasn't on the line.""",https://www.nytimes.com/aponline/2018/04/06/us/politics/ap-us-trump-chief-of-staff.html,1086
