id,headline,date,snippet,url,word_count
5abeb867068401528a29feb8,b'Breaking Down the 27 Words of the Second Amendment',2018-03-30,"b'Adam Liptak, who covers the Supreme Court for The New York Times, explains what he calls \xe2\x80\x9cthe most cryptic part of the United States Constitution.\xe2\x80\x9d'",https://www.nytimes.com/2018/03/30/us/politics/second-amendment-explained.html,197
5abeb7c8068401528a29feb7,b'Why Is the Second Amendment So Cryptic?',2018-03-30,"b'Adam Liptak, who covers the Supreme Court for The New York Times, explains what he calls \xe2\x80\x9cthe most cryptic part of the United States Constitution.\xe2\x80\x9d'",https://www.nytimes.com/video/us/100000005821018/second-amendment-gun-control.html,413
5abe0724068401528a29f931,"b'Actually, You Can Fix Stupid'",2018-03-30,b'A new generation has learned how to use the tools of democracy that were largely denied them by passive educators.',https://www.nytimes.com/2018/03/30/opinion/protests-democracy-teens.html,828
5abe9ad9068401528a29fdee,b'NOT REAL NEWS: Sites Make False Claim Survivor Not in School',2018-03-30,b'Multiple online sites have wrongly claimed Florida school shooting survivor and gun-control activist David Hogg was not on campus during the mass shooting.',https://www.nytimes.com/aponline/2018/03/30/us/ap-not-real-news-school-shooting-student.html,238
5abe5b7a068401528a29fbed,"b'Brooklyn Senator\xe2\x80\x99s Request Is Blamed for Budget Stall, but Deal Could Be Near'",2018-03-30,"b'The senator, Simcha Felder, had asked for leeway in state oversight of yeshivas. He said on Friday that he thought an agreement had been reached.'",https://www.nytimes.com/2018/03/30/nyregion/new-york-state-budget-yeshivas.html,846
5abeb57b068401528a29fea7,"b'In Gun-Friendly Vermont, Lawmakers Pass Firearms Control Bill'",2018-03-30,"b""Vermont lawmakers gave final legislative approval on Friday to a bill that raises the legal age for buying firearms and expands background checks, becoming the latest state poised to tighten gun restrictions after last month's Florida school massa...""",https://www.nytimes.com/reuters/2018/03/30/us/politics/30reuters-usa-guns-vermont.html,393
5abe98ab068401528a29fde5,b'Package of Gun Restrictions Set to Become Law in Vermont',2018-03-30,"b'A package of gun restrictions is on track to become law in Vermont after the state Senate on Friday approved raising the legal age for gun purchases, expanding background checks for private gun sales and banning high-capacity magazines and rapid-f...'",https://www.nytimes.com/aponline/2018/03/30/us/ap-us-gun-restrictions-vermont.html,460
5abe9ce3068401528a29fdfb,"b""NOT REAL NEWS: A Look at What Didn't Happen This Week""",2018-03-30,"b'A roundup of some of the most popular but completely untrue headlines of the week. None of these stories is legit, even though they were shared widely on social media. The Associated Press checked these out; here are the real facts:'",https://www.nytimes.com/aponline/2018/03/30/us/ap-not-real-news.html,611
5abdddb6068401528a29f867,b'AP Explains: Why Latinos and Spanish Remain Political Issue',2018-03-30,"b""An attack on 18-year-old Cuban-American and Parkland activist Emma Gonz&#225;lez for not speaking Spanish by an Iowa Republican congressman's campaign staff highlights the pressures U.S.-born Latinos face on language.""",https://www.nytimes.com/aponline/2018/03/30/us/ap-us-ap-explains-hispanics-and-spanish.html,773
5abdf58d068401528a29f8c8,b'News Quiz: Test Your Knowledge of the Week\xe2\x80\x99s Headlines',2018-03-30,b'Did you stay up to date this week?',https://www.nytimes.com/interactive/2018/03/30/briefing/30weeklynewsquiz.html,0
5abde618068401528a29f893,"b""Taiwan Suspect in US School Attack Plot Had 'Unusual Ideas'""",2018-03-30,b'People who knew the 18-year-old Taiwanese exchange student charged in the U.S. with threatening to shoot up his school say he liked guns and flamethrowers and had dreams of a police career.',https://www.nytimes.com/aponline/2018/03/30/world/asia/ap-as-taiwan-us-school-threat.html,701
5abe28e0068401528a29f9fa,b'AP-NORC/MTV Poll: Young People Run From Trump',2018-03-30,"b'A majority of young people believe President Donald Trump is racist, dishonest and ""mentally unfit"" for office, according to a new survey that finds the nation\'s youngest potential voters are more concerned about the Republican\'s performance in th...'",https://www.nytimes.com/aponline/2018/03/30/us/ap-us-ap-poll-young-americans.html,971
